"Capa","Nombre","Latitud","Longitud"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM100L2-4","-2.8465262","-78.9901865"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM100L1-2","-2.8463171","-78.9903238"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM100L2-3","-2.8463417","-78.9901802"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1502-1","-2.862785","-78.989367"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1502-2 ","-2.863602","-78.988288"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1502-3","-2.864314","-78.987718"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1502-4","-2.864578","-78.986881"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1502-5","-2.861696","-78.9896"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1502-6","-2.861189","-78.988803"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1502-7","-2.860486","-78.98886"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1502-8 ","-2.862561","-78.988315"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1503-1","-2.860613","-78.990248"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1503-2","-2.861247","-78.992342"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1503-3","-2.859085","-78.990578"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1503-4","-2.86043","-78.993275"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1503-5","-2.857318","-78.994293"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1503-6","-2.858129","-78.994935"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1503-7","-2.861909","-78.992541"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1503-8","-2.86122","-78.995403"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1504-1","-2.86665","-78.98964"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1504-2","-2.866043","-78.990206"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1504-3","-2.866393","-78.990813"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1504-4","-2.865501","-78.991513"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1504-5","-2.866709","-78.991507"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1504-6","-2.867376","-78.991494"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1505-1","-2.867798","-78.990688"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1505-2","-2.868473","-78.990478"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1505-3 ","-2.86862","-78.991165"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1505-4","-2.868016","-78.991338"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1505-5","-2.867542","-78.991133"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1505-6","-2.867218","-78.990834"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1505-7","-2.868352","-78.99017"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1505-8","-2.867445","-78.990409"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1506-1","-2.866958","-78.986059"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1506-2","-2.867442","-78.985834"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1506-3","-2.867868","-78.985605"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1506-4 ","-2.868339","-78.985426"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1506-5","-2.867162","-78.985005"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1506-6","-2.865905","-78.985644"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1506-7","-2.866429","-78.985184"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1506-8","-2.865545","-78.986225"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1507-1","-2.868783","-78.983186"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1507-2","-2.868987","-78.982546"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1507-3","-2.868921","-78.981997"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1507-4","-2.872539","-78.983472"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1507-5","-2.871239","-78.983481"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1507-6","-2.869967","-78.983478"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1508-1","-2.870824","-78.982848"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1508-2","-2.87154","-78.982207"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1508-3","-2.872189","-78.98208"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1508-4","-2.872838","-78.981993"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1508-5","-2.873142","-78.981359"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1508-6 ","-2.872111","-78.982668"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1508-7","-2.873432","-78.982322"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1508-8","-2.872474","-78.981374"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1509-1","-2.871357","-78.981025"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1509-2","-2.871756","-78.980182"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1509-3","-2.87094","-78.98076"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1509-4","-2.87056","-78.98044"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1509-5","-2.870906","-78.97986"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1509-6","-2.86986","-78.979921"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1509-7","-2.872403","-78.979556"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1509-8","-2.872067","-78.979372"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1512-3","-2.867368","-78.986821"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1512-2","-2.866637","-78.987083"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1512-1","-2.866105","-78.987272"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1514-1","-2.8611591","-78.9961944"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1513-3","-2.8708131","-78.9846531"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1513-4","-2.871187","-78.9855444"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1513-5","-2.8706653","-78.986404"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM1513-6","-2.8701056","-78.9871644"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","BLOQUE  I2","-2.8469026","-78.9902686"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","KM0917-7","-2.9201254","-79.0216569"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","KM0918-2","-2.9179105","-79.009217"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","KM0917-8  ED","-2.9200429","-79.0265186"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","KM0918-3","-2.9212691","-79.0088967"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","KM0918-4 ED","-2.9193164","-79.0077578"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","Ext. SM7071-7","-2.8864701","-78.9826577"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM6907-1","-2.9248749","-79.0068527"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM6907-2","-2.9207858","-79.0133222"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM6907-3","-2.9208393","-79.0133051"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","KM0920-1","-2.9223426","-79.0245354"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","KM0920-2","-2.923224","-79.0226912"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM6008-1","-2.8929863","-78.9610997"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM6008-2","-2.8930961","-78.9611305"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM6008-3","-2.893159","-78.9612848"
"CAÑARIBAMBA/RIELES MONAY/tarqui/mayancela/bemani/Hosp.Niño/orqui.trigales","SM6008-4","-2.893068","-78.9614377"
"Patamarca/Calderon/bosque/valle","SM7037-1","-2.901753","-78.971702"
"Patamarca/Calderon/bosque/valle","SM7037-2","-2.900915","-78.971905"
"Patamarca/Calderon/bosque/valle","SM7037-3","-2.901794","-78.972955"
"Patamarca/Calderon/bosque/valle","SM7037-4","-2.902839","-78.972876"
"Patamarca/Calderon/bosque/valle","SM7037-5","-2.90382","-78.973103"
"Patamarca/Calderon/bosque/valle","SM7037-6","-2.903003","-78.972454"
"Patamarca/Calderon/bosque/valle","SM0801-5","-2.8641653","-78.9791255"
"Patamarca/Calderon/bosque/valle","SM0801-7","-2.8618528","-78.9789972"
"Patamarca/Calderon/bosque/valle","SM0801-6","-2.859455","-78.980764"
"Patamarca/Calderon/bosque/valle","SM4001-1","-2.880587","-78.981254"
"Patamarca/Calderon/bosque/valle","SM4001-2","-2.882218","-78.980884"
"Patamarca/Calderon/bosque/valle","SM4001-3","-2.87939","-78.980439"
"Patamarca/Calderon/bosque/valle","SM4001-4","-2.880697","-78.980327"
"Patamarca/Calderon/bosque/valle","SM4001-5","-2.88029","-78.97948"
"Patamarca/Calderon/bosque/valle","SM4001-6","-2.881189","-78.979151"
"Patamarca/Calderon/bosque/valle","SM4001-7","-2.881004","-78.977597"
"Patamarca/Calderon/bosque/valle","SM4001-8","-2.881236","-78.976373"
"Patamarca/Calderon/bosque/valle","SM7042-4","-2.897635","-78.950741"
"Patamarca/Calderon/bosque/valle","SM7042-3","-2.898674","-78.959507"
"Patamarca/Calderon/bosque/valle","SM7042-2","-2.898365","-78.957329"
"Patamarca/Calderon/bosque/valle","SM7042-1","-2.901625","-78.955676"
"Patamarca/Calderon/bosque/valle","SM7007-8","-2.94748","-78.961876"
"Patamarca/Calderon/bosque/valle","SM7030-1","-2.951384","-78.969716"
"Patamarca/Calderon/bosque/valle","SM7030-2","-2.952312","-78.971654"
"Patamarca/Calderon/bosque/valle","SM7030-3","-2.953625","-78.973027"
"Patamarca/Calderon/bosque/valle","SM7030-4","-2.949771","-78.967166"
"Patamarca/Calderon/bosque/valle","SM7036-2","-2.952361","-78.980026"
"Patamarca/Calderon/bosque/valle","SM7036-1","-2.953829","-78.978218"
"Patamarca/Calderon/bosque/valle","SM7036-3","-2.954964","-78.97553"
"Patamarca/Calderon/bosque/valle","SM7036-4","-2.957644","-78.973945"
"Patamarca/Calderon/bosque/valle","SM7036-5","-2.956296","-78.976884"
"Patamarca/Calderon/bosque/valle","SM7101-1","-2.926095","-78.980782"
"Patamarca/Calderon/bosque/valle","SM7101-2","-2.927369","-78.982329"
"Patamarca/Calderon/bosque/valle","SM7101-3","-2.9287","-78.984618"
"Patamarca/Calderon/bosque/valle","SM7101-4","-2.929732","-78.987378"
"Patamarca/Calderon/bosque/valle","SM7101-5","-2.93013","-78.989647"
"Patamarca/Calderon/bosque/valle","SM7101-6","-2.931303","-78.991101"
"Patamarca/Calderon/bosque/valle","SM7101-7","-2.933066","-78.989481"
"Patamarca/Calderon/bosque/valle","SM7101-8","-2.936295","-78.987598"
"Patamarca/Calderon/bosque/valle","SM7001-1","-2.914379","-78.962743"
"Patamarca/Calderon/bosque/valle","SM7001-2","-2.913339","-78.961886"
"Patamarca/Calderon/bosque/valle","SM7001-3","-2.911404","-78.960139"
"Patamarca/Calderon/bosque/valle","SM7001-4","-2.91278","-78.960748"
"Patamarca/Calderon/bosque/valle","SM7001-5","-2.9122909","-78.959562"
"Patamarca/Calderon/bosque/valle","SM7001-6","-2.911705","-78.957412"
"Patamarca/Calderon/bosque/valle","SM7001-7","-2.910974","-78.956342"
"Patamarca/Calderon/bosque/valle","SM7001-8","-2.90792","-78.952463"
"Patamarca/Calderon/bosque/valle","SM7002-1","-2.917533","-78.96081"
"Patamarca/Calderon/bosque/valle","SM7002-2","-2.917104","-78.958696"
"Patamarca/Calderon/bosque/valle","SM7002-3 ","-2.919152","-78.958271"
"Patamarca/Calderon/bosque/valle","SM7002-4","-2.920295","-78.956414"
"Patamarca/Calderon/bosque/valle","SM7002-5","-2.92087","-78.95442"
"Patamarca/Calderon/bosque/valle","SM7002-6","-2.916919","-78.955864"
"Patamarca/Calderon/bosque/valle","SM7002-7","-2.916646","-78.952786"
"Patamarca/Calderon/bosque/valle","SM7002-8","-2.917703","-78.951383"
"Patamarca/Calderon/bosque/valle","SM7003-7","-2.923093","-78.959644"
"Patamarca/Calderon/bosque/valle","SM7003-8","-2.92279","-78.958545"
"Patamarca/Calderon/bosque/valle","SM7003-6","-2.921388","-78.961647"
"Patamarca/Calderon/bosque/valle","SM7003-5","-2.92033","-78.962448"
"Patamarca/Calderon/bosque/valle","SM7003-4  ED","-2.9189344","-78.9620984"
"Patamarca/Calderon/bosque/valle","SM7003-3","-2.918184","-78.963297"
"Patamarca/Calderon/bosque/valle","SM7003-2","-2.917362","-78.963135"
"Patamarca/Calderon/bosque/valle","SM7004-8","-2.927923","-78.952469"
"Patamarca/Calderon/bosque/valle","SM7004-7","-2.929094","-78.956882"
"Patamarca/Calderon/bosque/valle","SM7004-5","-2.927842","-78.959197"
"Patamarca/Calderon/bosque/valle","SM7004-6","-2.925526","-78.95726"
"Patamarca/Calderon/bosque/valle","SM7004-4","-2.935276","-78.960141"
"Patamarca/Calderon/bosque/valle","SM7004-3","-2.930989","-78.962143"
"Patamarca/Calderon/bosque/valle","SM7004-2","-2.929007","-78.960099"
"Patamarca/Calderon/bosque/valle","SM7004-1","-2.926736","-78.96118"
"Patamarca/Calderon/bosque/valle","SM7005-7","-2.937364","-78.96182"
"Patamarca/Calderon/bosque/valle","SM7005-6","-2.937212","-78.962688"
"Patamarca/Calderon/bosque/valle","SM7005-4","-2.937102","-78.963661"
"Patamarca/Calderon/bosque/valle","SM7005-3","-2.937892","-78.963917"
"Patamarca/Calderon/bosque/valle","SM7005-2","-2.939669","-78.966493"
"Patamarca/Calderon/bosque/valle","SM7005-1","-2.938038","-78.965832"
"Patamarca/Calderon/bosque/valle","SM7005-5","-2.938424","-78.965185"
"Patamarca/Calderon/bosque/valle","SM7007-1","-2.940692","-78.963217"
"Patamarca/Calderon/bosque/valle","SM7007-3 ","-2.944049","-78.963769"
"Patamarca/Calderon/bosque/valle","SM7007-4","-2.939136","-78.960879"
"Patamarca/Calderon/bosque/valle","SM7007-5","-2.946264","-78.965044"
"Patamarca/Calderon/bosque/valle","SM7007-6","-2.946493","-78.9586"
"Patamarca/Calderon/bosque/valle","SM7007-7","-2.942175","-78.952263"
"Patamarca/Calderon/bosque/valle","SM7008-2","-2.941797","-78.95728"
"Patamarca/Calderon/bosque/valle","SM7008-4 ","-2.940194","-78.957344"
"Patamarca/Calderon/bosque/valle","SM7008-3 ","-2.942485","-78.957115"
"Patamarca/Calderon/bosque/valle","SM7008-1 ","-2.941923","-78.957952"
"Patamarca/Calderon/bosque/valle","SM7008-6 ","-2.941334","-78.958244"
"Patamarca/Calderon/bosque/valle","SM7008-5 ","-2.941041","-78.958441"
"Patamarca/Calderon/bosque/valle","SM7008-8 ","-2.939939","-78.958179"
"Patamarca/Calderon/bosque/valle","SM7008-7 ","-2.940763","-78.95861"
"Patamarca/Calderon/bosque/valle","SM7013-8","-2.915048","-78.970217"
"Patamarca/Calderon/bosque/valle","SM7013-7","-2.915609","-78.970946"
"Patamarca/Calderon/bosque/valle","SM7013-6","-2.916538","-78.972058"
"Patamarca/Calderon/bosque/valle","SM7013-5","-2.917118","-78.972672"
"Patamarca/Calderon/bosque/valle","SM7013-4","-2.922576","-78.974304"
"Patamarca/Calderon/bosque/valle","SM7013-3","-2.921843","-78.974642"
"Patamarca/Calderon/bosque/valle","SM7013-2","-2.920742","-78.974471"
"Patamarca/Calderon/bosque/valle","SM7013-1","-2.918616","-78.973466"
"Patamarca/Calderon/bosque/valle","SM7014-8","-2.920665","-78.979964"
"Patamarca/Calderon/bosque/valle","SM7014-7","-2.919718","-78.979188"
"Patamarca/Calderon/bosque/valle","SM7014-6","-2.917959","-78.97824"
"Patamarca/Calderon/bosque/valle","SM7014-5","-2.91873","-78.977691"
"Patamarca/Calderon/bosque/valle","SM7014-4","-2.91837","-78.97629"
"Patamarca/Calderon/bosque/valle","SM7014-3","-2.918493","-78.974897"
"Patamarca/Calderon/bosque/valle","SM7014-2","-2.919316","-78.975914"
"Patamarca/Calderon/bosque/valle","SM7014-1","-2.920357","-78.975048"
"Patamarca/Calderon/bosque/valle","SM7015-8","-2.922475","-78.976686"
"Patamarca/Calderon/bosque/valle","SM7015-7","-2.923265","-78.975984"
"Patamarca/Calderon/bosque/valle","SM7015-6","-2.92374","-78.976449"
"Patamarca/Calderon/bosque/valle","SM7015-5","-2.924616","-78.975578"
"Patamarca/Calderon/bosque/valle","SM7015-4","-2.923813","-78.974648"
"Patamarca/Calderon/bosque/valle","SM7015-3","-2.92446","-78.974656"
"Patamarca/Calderon/bosque/valle","SM7015-2","-2.924217","-78.974042"
"Patamarca/Calderon/bosque/valle","SM7015-1","-2.923976","-78.97385"
"Patamarca/Calderon/bosque/valle","SM7016-4","-2.923275","-78.965179"
"Patamarca/Calderon/bosque/valle","SM7016-8","-2.925117","-78.965947"
"Patamarca/Calderon/bosque/valle","SM7016-3","-2.924568","-78.970162"
"Patamarca/Calderon/bosque/valle","SM7016-7","-2.925683","-78.96992"
"Patamarca/Calderon/bosque/valle","SM7016-6","-2.926776","-78.970571"
"Patamarca/Calderon/bosque/valle","SM7016-5","-2.92545","-78.972198"
"Patamarca/Calderon/bosque/valle","SM7016-2","-2.924451","-78.972006"
"Patamarca/Calderon/bosque/valle","SM7016-1","-2.925119","-78.972898"
"Patamarca/Calderon/bosque/valle","SM7017-8","-2.922377","-78.978501"
"Patamarca/Calderon/bosque/valle","SM7017-7","-2.923795","-78.97749"
"Patamarca/Calderon/bosque/valle","SM7017-6","-2.92472","-78.976394"
"Patamarca/Calderon/bosque/valle","SM7017-5","-2.92522","-78.975538"
"Patamarca/Calderon/bosque/valle","SM7017-4","-2.926315","-78.972214"
"Patamarca/Calderon/bosque/valle","SM7017-3","-2.927223","-78.972289"
"Patamarca/Calderon/bosque/valle","SM7017-2","-2.925401","-78.974242"
"Patamarca/Calderon/bosque/valle","SM7017-1","-2.926684","-78.973471"
"Patamarca/Calderon/bosque/valle","SM7018-8","-2.932404","-78.981038"
"Patamarca/Calderon/bosque/valle","SM7018-7","-2.93024","-78.980004"
"Patamarca/Calderon/bosque/valle","SM7018-6 cAJALLENA","-2.928993","-78.97921"
"Patamarca/Calderon/bosque/valle","SM7018-5","-2.92792","-78.978462"
"Patamarca/Calderon/bosque/valle","SM7018-4","-2.926566","-78.977264"
"Patamarca/Calderon/bosque/valle","SM7018-3","-2.925501","-78.976076"
"Patamarca/Calderon/bosque/valle","SM7018-2","-2.925857","-78.975364"
"Patamarca/Calderon/bosque/valle","SM7018-1","-2.926348","-78.974557"
"Patamarca/Calderon/bosque/valle","SM7019-8","-2.927052","-78.973874"
"Patamarca/Calderon/bosque/valle","SM7019-7","-2.928288","-78.974198"
"Patamarca/Calderon/bosque/valle","SM7019-6","-2.927782","-78.972048"
"Patamarca/Calderon/bosque/valle","SM7019-5","-2.929522","-78.973091"
"Patamarca/Calderon/bosque/valle","SM7019-4","-2.929946","-78.97237"
"Patamarca/Calderon/bosque/valle","SM7019-3","-2.927703","-78.970953"
"Patamarca/Calderon/bosque/valle","SM7019-2","-2.929404","-78.971593"
"Patamarca/Calderon/bosque/valle","SM7019-1","-2.928375","-78.971603"
"Patamarca/Calderon/bosque/valle","SM7020-8","-2.933665","-78.968205"
"Patamarca/Calderon/bosque/valle","SM7020-7","-2.932593","-78.968102"
"Patamarca/Calderon/bosque/valle","SM7020-6","-2.931607","-78.967326"
"Patamarca/Calderon/bosque/valle","SM7020-5","-2.931083","-78.965886"
"Patamarca/Calderon/bosque/valle","SM7020-4","-2.929421","-78.965361"
"Patamarca/Calderon/bosque/valle","SM7020-3","-2.930108","-78.965993"
"Patamarca/Calderon/bosque/valle","SM7020-2","-2.930904","-78.968393"
"Patamarca/Calderon/bosque/valle","SM7020-1","-2.929931","-78.969825"
"Patamarca/Calderon/bosque/valle","SM7025-8","-2.930193","-78.970659"
"Patamarca/Calderon/bosque/valle","SM7025-7","-2.930828","-78.972127"
"Patamarca/Calderon/bosque/valle","SM7025-6","-2.932861","-78.973146"
"Patamarca/Calderon/bosque/valle","SM7025-5","-2.934031","-78.971393"
"Patamarca/Calderon/bosque/valle","SM7025-4","-2.931849","-78.97147"
"Patamarca/Calderon/bosque/valle","SM7025-3","-2.931955","-78.971823"
"Patamarca/Calderon/bosque/valle","SM7025-2","-2.932766","-78.971724"
"Patamarca/Calderon/bosque/valle","SM7026-8","-2.944668","-78.976299"
"Patamarca/Calderon/bosque/valle","SM7026-7","-2.948907","-78.970802"
"Patamarca/Calderon/bosque/valle","SM7026-6","-2.942155","-78.972461"
"Patamarca/Calderon/bosque/valle","SM7026-5","-2.939869","-78.972281"
"Patamarca/Calderon/bosque/valle","SM7026-4","-2.936339","-78.974157"
"Patamarca/Calderon/bosque/valle","SM7026-3","-2.929269","-78.976038"
"Patamarca/Calderon/bosque/valle","SM7026-2","-2.930916","-78.975209"
"Patamarca/Calderon/bosque/valle","SM7026-1","-2.933315","-78.974726"
"Patamarca/Calderon/bosque/valle","SM7027-8","-2.938125","-78.980603"
"Patamarca/Calderon/bosque/valle","SM7027-7","-2.937016","-78.97987"
"Patamarca/Calderon/bosque/valle","SM7027-6","-2.937473","-78.977463"
"Patamarca/Calderon/bosque/valle","SM7027-5","-2.935669","-78.978863"
"Patamarca/Calderon/bosque/valle","SM7027-4","-2.936308","-78.978586"
"Patamarca/Calderon/bosque/valle","SM7027-3","-2.935701","-78.978017"
"Patamarca/Calderon/bosque/valle","SM7027-2","-2.935225","-78.977467"
"Patamarca/Calderon/bosque/valle","SM7027-1","-2.93408","-78.977436"
"Patamarca/Calderon/bosque/valle","SM7028-8","-2.942682","-78.984911"
"Patamarca/Calderon/bosque/valle","SM7028-7","-2.941453","-78.983391"
"Patamarca/Calderon/bosque/valle","SM7028-6","-2.940635","-78.982855"
"Patamarca/Calderon/bosque/valle","SM7028-5","-2.936596","-78.985217"
"Patamarca/Calderon/bosque/valle","SM7028-4","-2.938144","-78.984374"
"Patamarca/Calderon/bosque/valle","SM7028-3","-2.938749","-78.983134"
"Patamarca/Calderon/bosque/valle","SM7028-2","-2.942529","-78.98012"
"Patamarca/Calderon/bosque/valle","SM7028-1","-2.938772","-78.981613"
"Patamarca/Calderon/bosque/valle","SM7038-1","-2.911048","-78.966561"
"Patamarca/Calderon/bosque/valle","SM7038-2","-2.90928","-78.96573"
"Patamarca/Calderon/bosque/valle","SM7038-3","-2.910817","-78.969135"
"Patamarca/Calderon/bosque/valle","SM7038-4","-2.909237","-78.969776"
"Patamarca/Calderon/bosque/valle","SM7038-5","-2.911696","-78.970203"
"Patamarca/Calderon/bosque/valle","SM7038-6","-2.91135","-78.971776"
